DATE,NASDAQCOM
04/01/1971,106.34
04/02/1971,106.86
04/05/1971,107.17
04/06/1971,107.56
04/07/1971,108.06
04/08/1971,108.38
04/09/1971,.
04/12/1971,108.87
04/13/1971,108.85
04/14/1971,109.08
04/15/1971,109.69
04/16/1971,109.96
04/19/1971,110.16
04/20/1971,109.53
04/21/1971,109.52
04/22/1971,109.99
04/23/1971,110.69
04/26/1971,111.13
04/27/1971,111.69
04/28/1971,112.37
04/29/1971,112.46
04/30/1971,112.3
05/03/1971,111.35
05/04/1971,111.77
05/05/1971,111.68
05/06/1971,111.06
05/07/1971,110.66
05/10/1971,110.15
05/11/1971,110.33
05/12/1971,110.37
05/13/1971,110.55
05/14/1971,110.74
05/17/1971,109.15
05/18/1971,108.4
05/19/1971,108.33
05/20/1971,108.72
05/21/1971,108.85
05/24/1971,108.42
05/25/1971,107.5
05/26/1971,107.53
05/27/1971,107.6
05/28/1971,108.25
05/31/1971,.
06/01/1971,108.87
06/02/1971,109.56
06/03/1971,110.22
06/04/1971,110.66
06/07/1971,110.76
06/08/1971,110.02
06/09/1971,109.79
06/10/1971,110.06
06/11/1971,110.2
06/14/1971,109.57
06/15/1971,109.36
06/16/1971,109.44
06/17/1971,109.44
06/18/1971,108.16
06/21/1971,106.5
06/22/1971,105.49
06/23/1971,105.99
06/24/1971,106.37
06/25/1971,106.56
06/28/1971,106.45
06/29/1971,107.22
06/30/1971,107.8
07/01/1971,108.47
07/02/1971,108.77
07/05/1971,.
07/06/1971,109.23
07/07/1971,110.01
07/08/1971,110.42
07/09/1971,110.91
07/12/1971,111.24
07/13/1971,110.76
07/14/1971,110.34
07/15/1971,110.72
07/16/1971,109.98
07/19/1971,109.37
07/20/1971,109.79
07/21/1971,109.74
07/22/1971,109.54
07/23/1971,109.63
07/26/1971,109.35
07/27/1971,108.57
07/28/1971,107.45
07/29/1971,105.81
07/30/1971,105.27
08/02/1971,105.59
08/03/1971,104.41
08/04/1971,103.26
08/05/1971,103.11
08/06/1971,103.78
08/09/1971,103.18
08/10/1971,103.04
08/11/1971,104.08
08/12/1971,105.21
08/13/1971,105.44
08/16/1971,107.86
08/17/1971,108.93
08/18/1971,108.39
08/19/1971,108.01
08/20/1971,107.89
08/23/1971,108.26
08/24/1971,108.6
08/25/1971,108.85
08/26/1971,108.97
08/27/1971,109.3
08/30/1971,108.71
08/31/1971,108.42
09/01/1971,108.65
09/02/1971,108.96
09/03/1971,109.98
09/06/1971,.
09/07/1971,110.53
09/08/1971,110.58
09/09/1971,110.55
09/10/1971,110.42
09/13/1971,110.22
09/14/1971,109.77
09/15/1971,109.79
09/16/1971,109.78
09/17/1971,110.1
09/20/1971,109.99
09/21/1971,109.82
09/22/1971,108.99
09/23/1971,108.8
09/24/1971,108.88
09/27/1971,108.18
09/28/1971,108.38
09/29/1971,108.6
09/30/1971,109.03
10/01/1971,109.58
10/04/1971,109.96
10/05/1971,109.99
10/06/1971,110.68
10/07/1971,110.98
10/08/1971,110.74
10/11/1971,110.71
10/12/1971,110.91
10/13/1971,110.69
10/14/1971,109.87
10/15/1971,109.6
10/18/1971,109.06
10/19/1971,107.99
10/20/1971,106.58
10/21/1971,106.61
10/22/1971,106.8
10/25/1971,106.29
10/26/1971,105.69
10/27/1971,104.28
10/28/1971,104.5
10/29/1971,105.1
11/01/1971,103.69
11/02/1971,103.54
11/03/1971,105.01
11/04/1971,105.56
11/05/1971,105.46
11/08/1971,105.43
11/09/1971,105.72
11/10/1971,104.86
11/11/1971,103.74
11/12/1971,103.91
11/15/1971,103.44
11/16/1971,103.71
11/17/1971,103.64
11/18/1971,103.44
11/19/1971,102.95
11/22/1971,101.79
11/23/1971,100.31
11/24/1971,100.4
11/25/1971,.
11/26/1971,101.64
11/29/1971,103.08
11/30/1971,103.97
12/01/1971,105.06
12/02/1971,106.15
12/03/1971,107.26
12/06/1971,106.92
12/07/1971,107.26
12/08/1971,107.71
12/09/1971,107.97
12/10/1971,108.81
12/13/1971,109.16
12/14/1971,109.07
12/15/1971,109.45
12/16/1971,110.01
12/17/1971,110.52
12/20/1971,111.5
12/21/1971,111.73
12/22/1971,111.97
12/23/1971,111.94
12/24/1971,.
12/27/1971,111.7
12/28/1971,111.93
12/29/1971,112.57
12/30/1971,112.97
12/31/1971,114.12
01/01/1972,113.65
01/04/1972,113.93
01/05/1972,114.83
01/06/1972,115.72
01/07/1972,116.05
01/10/1972,116.1
01/11/1972,116.64
01/12/1972,116.9
01/13/1972,116.42
01/14/1972,116.74
01/17/1972,116.93
01/18/1972,117.66
01/19/1972,117.45
01/20/1972,117.32
01/21/1972,117.21
01/24/1972,116.49
01/25/1972,116.3
01/26/1972,116.39
01/27/1972,117.37
01/28/1972,118.44
01/31/1972,118.87
02/01/1972,119.58
02/02/1972,120.47
02/03/1972,120.66
02/04/1972,121.24
02/07/1972,121.14
02/08/1972,121.35
02/09/1972,122.16
02/10/1972,122.71
02/11/1972,122.86
02/14/1972,122.26
02/15/1972,122.61
02/16/1972,123.35
02/17/1972,123.44
02/18/1972,123.4
02/21/1972,.
02/22/1972,123.3
02/23/1972,123.61
02/24/1972,124
02/25/1972,124.83
02/28/1972,124.94
02/29/1972,125.38
03/01/1972,126.29
03/02/1972,126.58
03/03/1972,127.19
03/06/1972,127.88
03/07/1972,127.83
03/08/1972,128.4
03/09/1972,128.85
03/10/1972,128.55
03/13/1972,127.34
03/14/1972,127.73
03/15/1972,128.14
03/16/1972,127.77
03/17/1972,128.01
03/20/1972,127.53
03/21/1972,125.73
03/22/1972,126.36
03/23/1972,127.38
03/24/1972,127.55
03/27/1972,127.56
03/28/1972,127.72
03/29/1972,127.53
03/30/1972,128.14
03/31/1972,.
04/01/1972,128.06
04/04/1972,128.78
04/05/1972,130
04/06/1972,130.92
04/07/1972,131.8
04/10/1972,131.76
04/11/1972,132.47
04/12/1972,133.17
04/13/1972,133.06
04/14/1972,133.88
04/17/1972,133.74
04/18/1972,134.1
04/19/1972,132.68
04/20/1972,132.86
04/21/1972,133.01
04/24/1972,131.9
04/25/1972,130.84
04/26/1972,130.92
04/27/1972,131.01
04/28/1972,131.33
05/01/1972,130.16
05/02/1972,129.34
05/03/1972,128.77
05/04/1972,128.92
05/05/1972,129.43
05/08/1972,128.62
05/09/1972,125.78
05/10/1972,126.77
05/11/1972,127.95
05/12/1972,129.44
05/15/1972,130.34
05/16/1972,130.36
05/17/1972,129.76
05/18/1972,130.82
05/19/1972,132.16
05/22/1972,132.38
05/23/1972,132.72
05/24/1972,133.47
05/25/1972,133.8
05/26/1972,133.95
05/29/1972,.
05/30/1972,133.45
05/31/1972,132.53
06/01/1972,133.13
06/02/1972,133.52
06/05/1972,132.74
06/06/1972,132
06/07/1972,131
06/08/1972,131.07
06/09/1972,130.57
06/12/1972,130.38
06/13/1972,130.78
06/14/1972,131.45
06/15/1972,131.29
06/16/1972,131.28
06/19/1972,130.76
06/20/1972,131.07
06/21/1972,131.38
06/22/1972,130.79
06/23/1972,130.22
06/26/1972,129.31
06/27/1972,129.79
06/28/1972,129.58
06/29/1972,129.35
06/30/1972,130.08
07/01/1972,130.59
07/04/1972,.
07/05/1972,131.28
07/06/1972,131.86
07/07/1972,131.5
07/10/1972,130.85
07/11/1972,130.47
07/12/1972,130.11
07/13/1972,129.03
07/14/1972,129.38
07/17/1972,128.4
07/18/1972,127.54
07/19/1972,127.77
07/20/1972,127.09
07/21/1972,127.63
07/24/1972,128.77
07/25/1972,128.47
07/26/1972,128.65
07/27/1972,128.36
07/28/1972,128.15
07/31/1972,127.75
08/01/1972,128.45
08/02/1972,129.39
08/03/1972,130.31
08/04/1972,130.94
08/07/1972,130.97
08/08/1972,130.61
08/09/1972,130.75
08/10/1972,130.84
08/11/1972,131.68
08/14/1972,131.7
08/15/1972,131.48
08/16/1972,131.46
08/17/1972,130.89
08/18/1972,131.43
08/21/1972,131.29
08/22/1972,131.29
08/23/1972,131.1
08/24/1972,130.4
08/25/1972,130.31
08/28/1972,129.77
08/29/1972,129.44
08/30/1972,129.78
08/31/1972,129.95
09/01/1972,130.7
09/04/1972,.
09/05/1972,130.33
09/06/1972,129.63
09/07/1972,129.21
09/08/1972,129.13
09/11/1972,128.26
09/12/1972,127.18
09/13/1972,127.51
09/14/1972,127.58
09/15/1972,127.67
09/18/1972,127.61
09/19/1972,127.42
09/20/1972,127.51
09/21/1972,127.3
09/22/1972,127.46
09/25/1972,126.82
09/26/1972,127.07
09/27/1972,128.55
09/28/1972,129.13
09/29/1972,129.61
10/01/1972,129.3
10/03/1972,129.48
10/04/1972,129.29
10/05/1972,128.01
10/06/1972,128.13
10/09/1972,128.51
10/10/1972,129.02
10/11/1972,128.57
10/12/1972,127.87
10/13/1972,127.19
10/16/1972,125.87
10/17/1972,126.43
10/18/1972,127.05
10/19/1972,126.91
10/20/1972,128
10/23/1972,128.66
10/24/1972,128.91
10/25/1972,128.89
10/26/1972,129.37
10/27/1972,129.53
10/30/1972,129.46
10/31/1972,130.24
11/01/1972,131.59
11/02/1972,132.12
11/03/1972,133.34
11/06/1972,133.58
11/07/1972,.
11/08/1972,133.06
11/09/1972,132.82
11/10/1972,133.12
11/13/1972,132.77
11/14/1972,132.9
11/15/1972,132.45
11/16/1972,132.62
11/17/1972,132.33
11/20/1972,132.12
11/21/1972,132.19
11/22/1972,132.49
11/23/1972,.
11/24/1972,133.02
11/27/1972,132.57
11/28/1972,132.71
11/29/1972,132.73
11/30/1972,132.96
12/01/1972,133.94
12/04/1972,134.14
12/05/1972,134.28
12/06/1972,134.68
12/07/1972,135.06
12/08/1972,135.15
12/11/1972,134.83
12/12/1972,134.27
12/13/1972,133.66
12/14/1972,133.33
12/15/1972,133.53
12/18/1972,132.54
12/19/1972,132.39
12/20/1972,131.93
12/21/1972,131.08
12/22/1972,131.28
12/25/1972,.
12/26/1972,131.18
12/27/1972,131.93
12/28/1972,.
12/29/1972,133.73
01/01/1973,.
01/02/1973,134.63
01/03/1973,135.38
01/04/1973,135.44
01/05/1973,135.91
01/08/1973,136.02
01/09/1973,135.99
01/10/1973,136.06
01/11/1973,136.84
01/12/1973,136.01
01/15/1973,134.6
01/16/1973,134.03
01/17/1973,134.07
01/18/1973,134.34
01/19/1973,133.87
01/22/1973,133.15
01/23/1973,132.44
01/24/1973,130.49
01/25/1973,.
01/26/1973,129.76
01/29/1973,128.46
01/30/1973,128.22
01/31/1973,128.4
02/01/1973,126.94
02/02/1973,126.48
02/05/1973,126
02/06/1973,126.27
02/07/1973,124.99
02/08/1973,123.97
02/09/1973,125.86
02/12/1973,126.88
02/13/1973,127.19
02/14/1973,125.42
02/15/1973,124.43
02/16/1973,124.55
02/19/1973,.
02/20/1973,125.01
02/21/1973,123.95
02/22/1973,123.68
02/23/1973,122.34
02/26/1973,121.27
02/27/1973,119.8
02/28/1973,120.41
03/01/1973,119.53
03/02/1973,120.11
03/05/1973,120.55
03/06/1973,121.91
03/07/1973,122.28
03/08/1973,122.11
03/09/1973,121.99
03/12/1973,121.86
03/13/1973,122.09
03/14/1973,122.1
03/15/1973,121.6
03/16/1973,121.22
03/19/1973,119.94
03/20/1973,119.26
03/21/1973,117.89
03/22/1973,115.69
03/23/1973,115.47
03/26/1973,115.54
03/27/1973,116.89
03/28/1973,117.14
03/29/1973,118.19
03/30/1973,117.46
04/01/1973,115.79
04/03/1973,114.47
04/04/1973,112.89
04/05/1973,112.02
04/06/1973,113.27
04/09/1973,114.01
04/10/1973,114.81
04/11/1973,115.29
04/12/1973,115.59
04/13/1973,115.22
04/16/1973,114.55
04/17/1973,113.64
04/18/1973,113.71
04/19/1973,114.15
04/20/1973,.
04/23/1973,113.02
04/24/1973,111.23
04/25/1973,109.37
04/26/1973,109.72
04/27/1973,108.4
04/30/1973,107.85
05/01/1973,107.96
05/02/1973,109.05
05/03/1973,109.81
05/04/1973,110.89
05/07/1973,110.48
05/08/1973,110.67
05/09/1973,110.54
05/10/1973,110.32
05/11/1973,109.1
05/14/1973,106.46
05/15/1973,106.14
05/16/1973,106.1
05/17/1973,105.19
05/18/1973,102.89
05/21/1973,100.76
05/22/1973,101.59
05/23/1973,102.09
05/24/1973,104.27
05/25/1973,105.17
05/28/1973,.
05/29/1973,104.85
05/30/1973,103.19
05/31/1973,102.64
06/01/1973,102.3
06/04/1973,100.77
06/05/1973,101.71
06/06/1973,101.7
06/07/1973,102.57
06/08/1973,103.72
06/11/1973,103.04
06/12/1973,104.79
06/13/1973,104.33
06/14/1973,103.56
06/15/1973,102.26
06/18/1973,100.77
06/19/1973,100.96
06/20/1973,101.19
06/21/1973,100.4
06/22/1973,100.99
06/25/1973,99.43
06/26/1973,99.96
06/27/1973,100.22
06/28/1973,101.16
06/29/1973,100.98
07/01/1973,100.15
07/03/1973,99.45
07/04/1973,.
07/05/1973,99.39
07/06/1973,99.48
07/09/1973,100.01
07/10/1973,101.18
07/11/1973,102.69
07/12/1973,103.17
07/13/1973,103.03
07/16/1973,103.97
07/17/1973,104.64
07/18/1973,105.77
07/19/1973,106.52
07/20/1973,107.68
07/23/1973,107.75
07/24/1973,108.29
07/25/1973,109.19
07/26/1973,109.17
07/27/1973,109.36
07/30/1973,108.88
07/31/1973,108.64
08/01/1973,107.13
08/02/1973,106.98
08/03/1973,106.82
08/06/1973,107.21
08/07/1973,107.3
08/08/1973,106.13
08/09/1973,106.15
08/10/1973,105.32
08/13/1973,104.35
08/14/1973,103.59
08/15/1973,103.35
08/16/1973,103.31
08/17/1973,103.71
08/20/1973,102.67
08/21/1973,102.12
08/22/1973,101.34
08/23/1973,102.53
08/24/1973,102.4
08/27/1973,102.91
08/28/1973,102.99
08/29/1973,103.79
08/30/1973,103.99
08/31/1973,104.87
09/03/1973,.
09/04/1973,105.5
09/05/1973,106.03
09/06/1973,106.36
09/07/1973,107.02
09/10/1973,106.25
09/11/1973,105.77
09/12/1973,105.33
09/13/1973,105.6
09/14/1973,106.07
09/17/1973,106.27
09/18/1973,106.3
09/19/1973,107.91
09/20/1973,108.76
09/21/1973,109.46
09/24/1973,109.69
09/25/1973,109.8
09/26/1973,110.62
09/27/1973,111.27
09/28/1973,111.2
10/01/1973,110.97
10/02/1973,111.76
10/03/1973,112.13
10/04/1973,111.51
10/05/1973,112.56
10/08/1973,113.17
10/09/1973,113.07
10/10/1973,112.17
10/11/1973,113.56
10/12/1973,114.1
10/15/1973,113.13
10/16/1973,113.14
10/17/1973,112.66
10/18/1973,112.82
10/19/1973,113.25
10/22/1973,112.29
10/23/1973,111.81
10/24/1973,112.13
10/25/1973,112.31
10/26/1973,112.79
10/29/1973,112.09
10/30/1973,110.63
10/31/1973,110.17
11/01/1973,109.62
11/02/1973,108.93
11/05/1973,107.21
11/06/1973,106.29
11/07/1973,106.72
11/08/1973,107.31
11/09/1973,105.77
11/12/1973,105.08
11/13/1973,104.74
11/14/1973,101.98
11/15/1973,101.63
11/16/1973,101.38
11/19/1973,99
11/20/1973,96.58
11/21/1973,97.32
11/22/1973,.
11/23/1973,97.3
11/26/1973,94.13
11/27/1973,93.07
11/28/1973,94.94
11/29/1973,94.62
11/30/1973,93.51
12/01/1973,91.97
12/04/1973,91.56
12/05/1973,89.73
12/06/1973,91.27
12/07/1973,92.32
12/10/1973,93.54
12/11/1973,92.2
12/12/1973,90.81
12/13/1973,89.12
12/14/1973,89.63
12/17/1973,89.13
12/18/1973,90.56
12/19/1973,90.24
12/20/1973,90.27
12/21/1973,89.52
12/24/1973,88.67
12/25/1973,.
12/26/1973,90.19
12/27/1973,91.25
12/28/1973,91.68
12/31/1973,92.19
01/01/1974,.
01/02/1974,92.53
01/03/1974,94.18
01/04/1974,94.1
01/07/1974,94.47
01/08/1974,94.02
01/09/1974,92.2
01/10/1974,91.42
01/11/1974,92.23
01/14/1974,92.4
01/15/1974,93.07
01/16/1974,94.49
01/17/1974,95.95
01/18/1974,95.32
01/21/1974,94.48
01/22/1974,95.29
01/23/1974,95.76
01/24/1974,95.61
01/25/1974,95.4
01/28/1974,95.02
01/29/1974,94.56
01/30/1974,95.17
01/31/1974,94.93
02/01/1974,94.15
02/04/1974,92.89
02/05/1974,92.46
02/06/1974,92.74
02/07/1974,92.81
02/08/1974,92.2
02/11/1974,91.13
02/12/1974,90.5
02/13/1974,90.08
02/14/1974,90.21
02/15/1974,90.98
02/18/1974,.
02/19/1974,90.82
02/20/1974,91.56
02/21/1974,92.17
02/22/1974,92.93
02/25/1974,92.72
02/26/1974,93.11
02/27/1974,94.06
02/28/1974,94.35
03/01/1974,94.05
03/04/1974,93.8
03/05/1974,94.71
03/06/1974,95.12
03/07/1974,94.53
03/08/1974,95.17
03/11/1974,95.87
03/12/1974,95.8
03/13/1974,96.33
03/14/1974,96.51
03/15/1974,96.53
03/18/1974,95.37
03/19/1974,94.75
03/20/1974,94.95
03/21/1974,95.36
03/22/1974,95.45
03/25/1974,95.35
03/26/1974,95.27
03/27/1974,94.21
03/28/1974,92.87
03/29/1974,92.27
04/01/1974,91.9
04/02/1974,92.03
04/03/1974,92.13
04/04/1974,91.88
04/05/1974,90.7
04/08/1974,89.92
04/09/1974,90.18
04/10/1974,89.87
04/11/1974,89.79
04/12/1974,.
04/15/1974,89.42
04/16/1974,90.33
04/17/1974,90.72
04/18/1974,90.9
04/19/1974,90.31
04/22/1974,90.27
04/23/1974,88.47
04/24/1974,86.95
04/25/1974,86.04
04/26/1974,86.24
04/29/1974,86.46
04/30/1974,86.86
05/01/1974,87.63
05/02/1974,87.97
05/03/1974,87.47
05/06/1974,87.31
05/07/1974,86.66
05/08/1974,85.74
05/09/1974,85.81
05/10/1974,84.3
05/13/1974,83.18
05/14/1974,83.16
05/15/1974,83.51
05/16/1974,83.5
05/17/1974,81.93
05/20/1974,81.43
05/21/1974,81.29
05/22/1974,80.72
05/23/1974,80.55
05/24/1974,81.45
05/27/1974,.
05/28/1974,81.06
05/29/1974,79.78
05/30/1974,80.09
05/31/1974,80.2
06/03/1974,81.08
06/04/1974,81.77
06/05/1974,82.21
06/06/1974,83.2
06/07/1974,83.71
06/10/1974,83.92
06/11/1974,83.34
06/12/1974,83.1
06/13/1974,83.24
06/14/1974,82.76
06/17/1974,81.54
06/18/1974,81.25
06/19/1974,80.66
06/20/1974,79.85
06/21/1974,79.11
06/24/1974,78.88
06/25/1974,79.35
06/26/1974,78.27
06/27/1974,76.83
06/28/1974,75.96
07/01/1974,75.39
07/02/1974,73.81
07/03/1974,73.66
07/04/1974,.
07/05/1974,73.57
07/08/1974,70.96
07/09/1974,70.59
07/10/1974,69.82
07/11/1974,69.95
07/12/1974,71.68
07/15/1974,71.98
07/16/1974,71.63
07/17/1974,72.71
07/18/1974,72.81
07/19/1974,73.4
07/22/1974,73.42
07/23/1974,74.44
07/24/1974,74.63
07/25/1974,73.51
07/26/1974,72.83
07/29/1974,71.49
07/30/1974,71.3
07/31/1974,69.99
08/01/1974,69.63
08/02/1974,69.4
08/05/1974,69.67
08/06/1974,70.53
08/07/1974,71.68
08/08/1974,70.66
08/09/1974,70.69
08/12/1974,70.36
08/13/1974,68.82
08/14/1974,67.25
08/15/1974,66.88
08/16/1974,65.86
08/19/1974,65.13
08/20/1974,65.72
08/21/1974,64.92
08/22/1974,63.59
08/23/1974,62.57
08/26/1974,62.94
08/27/1974,62.34
08/28/1974,62.43
08/29/1974,61.37
08/30/1974,62.37
09/02/1974,.
09/03/1974,60.88
09/04/1974,58.95
09/05/1974,60.22
09/06/1974,60.7
09/09/1974,59.37
09/10/1974,58.97
09/11/1974,58.96
09/12/1974,57.71
09/13/1974,56.66
09/16/1974,57.24
09/17/1974,57.72
09/18/1974,58.12
09/19/1974,59.52
09/20/1974,59.9
09/23/1974,59.66
09/24/1974,58.84
09/25/1974,58.76
09/26/1974,57.87
09/27/1974,57.12
09/30/1974,55.67
10/01/1974,55.48
10/02/1974,55.67
10/03/1974,54.87
10/04/1974,55.16
10/07/1974,56.57
10/08/1974,56.13
10/09/1974,57.57
10/10/1974,59.13
10/11/1974,60.42
10/14/1974,61.73
10/15/1974,61.4
10/16/1974,61.19
10/17/1974,62.04
10/18/1974,62.75
10/21/1974,63.82
10/22/1974,64.14
10/23/1974,63.4
10/24/1974,62.6
10/25/1974,62.88
10/28/1974,62.5
10/29/1974,63.67
10/30/1974,64.88
10/31/1974,65.23
11/01/1974,65.06
11/04/1974,64.62
11/05/1974,65.99
11/06/1974,66.11
11/07/1974,66.64
11/08/1974,66.51
11/11/1974,66.72
11/12/1974,65.36
11/13/1974,64.98
11/14/1974,65.04
11/15/1974,64.41
11/18/1974,62.09
11/19/1974,60.93
11/20/1974,60.75
11/21/1974,61.49
11/22/1974,62.07
11/25/1974,61.68
11/26/1974,62.65
11/27/1974,62.8
11/28/1974,.
11/29/1974,62.95
12/01/1974,61.66
12/03/1974,60.5
12/04/1974,60.41
12/05/1974,58.92
12/06/1974,58.21
12/09/1974,57.91
12/10/1974,58.76
12/11/1974,59.27
12/12/1974,59.36
12/13/1974,59.22
12/16/1974,58.85
12/17/1974,59.18
12/18/1974,59.63
12/19/1974,59.46
12/20/1974,58.67
12/23/1974,57.86
12/24/1974,58.31
12/25/1974,.
12/26/1974,58.88
12/27/1974,58.74
12/30/1974,58.78
12/31/1974,59.82
01/01/1975,.
01/02/1975,60.7
01/03/1975,61.23
01/06/1975,61.74
01/07/1975,61.89
01/08/1975,61.5
01/09/1975,62.37
01/10/1975,63.69
01/13/1975,63.34
01/14/1975,63.11
01/15/1975,63.87
01/16/1975,64.8
01/17/1975,64.4
01/20/1975,64.44
01/21/1975,64.18
01/22/1975,64.12
01/23/1975,64.49
01/24/1975,65.38
01/27/1975,67.04
01/28/1975,67.92
01/29/1975,69.08
01/30/1975,68.99
01/31/1975,69.78
02/03/1975,70.73
02/04/1975,70.13
02/05/1975,71.07
02/06/1975,71.46
02/07/1975,71.12
02/10/1975,70.82
02/11/1975,70.83
02/12/1975,71.59
02/13/1975,72.88
02/14/1975,73.26
02/17/1975,.
02/18/1975,72.47
02/19/1975,72.87
02/20/1975,73.58
02/21/1975,73.79
02/24/1975,73.14
02/25/1975,72.07
02/26/1975,72.24
02/27/1975,72.53
02/28/1975,73
03/03/1975,73.83
03/04/1975,74.21
03/05/1975,73.9
03/06/1975,74.03
03/07/1975,74.4
03/10/1975,74.88
03/11/1975,75.04
03/12/1975,74.13
03/13/1975,74.68
03/14/1975,76.07
03/17/1975,76.27
03/18/1975,76.18
03/19/1975,75.67
03/20/1975,75.78
03/21/1975,75.92
03/24/1975,74.42
03/25/1975,74.33
03/26/1975,75.56
03/27/1975,76.18
03/28/1975,.
03/31/1975,75.66
04/01/1975,75.42
04/02/1975,75.62
04/03/1975,74.95
04/04/1975,74.73
04/07/1975,74.34
04/08/1975,74.53
04/09/1975,75.4
04/10/1975,75.76
04/11/1975,76.31
04/14/1975,77.33
04/15/1975,77.51
04/16/1975,78
04/17/1975,78.26
04/18/1975,78.08
04/21/1975,79.08
04/22/1975,78.54
04/23/1975,78.24
04/24/1975,78.07
04/25/1975,78.64
04/28/1975,78.28
04/29/1975,77.82
04/30/1975,78.54
05/01/1975,79.27
05/02/1975,80.25
05/05/1975,81.14
05/06/1975,80.81
05/07/1975,81.31
05/08/1975,82.12
05/09/1975,82.82
05/12/1975,82.3
05/13/1975,82.35
05/14/1975,82.91
05/15/1975,82.79
05/16/1975,82.44
05/19/1975,81.99
05/20/1975,81.82
05/21/1975,80.95
05/22/1975,81.56
05/23/1975,82.62
05/26/1975,.
05/27/1975,82.49
05/28/1975,81.98
05/29/1975,81.78
05/30/1975,83.1
06/02/1975,83.88
06/03/1975,84.14
06/04/1975,84.04
06/05/1975,84.24
06/06/1975,84.77
06/09/1975,84.01
06/10/1975,83.4
06/11/1975,83.6
06/12/1975,82.99
06/13/1975,83.43
06/16/1975,84.01
06/17/1975,83.43
06/18/1975,83.47
06/19/1975,84.55
06/20/1975,85.24
06/23/1975,85.77
06/24/1975,86.23
06/25/1975,86.3
06/26/1975,86.45
06/27/1975,86.5
06/30/1975,87.02
07/01/1975,86.33
07/02/1975,85.64
07/03/1975,86.2
07/04/1975,.
07/07/1975,85.6
07/08/1975,85.39
07/09/1975,86.5
07/10/1975,86.83
07/11/1975,87.2
07/14/1975,87.58
07/15/1975,88
07/16/1975,87.39
07/17/1975,87.13
07/18/1975,87.02
07/21/1975,86.77
07/22/1975,85.72
07/23/1975,84.62
07/24/1975,84.14
07/25/1975,83.6
07/28/1975,83.09
07/29/1975,82.67
07/30/1975,83.03
07/31/1975,83.19
08/01/1975,81.62
08/04/1975,80.98
08/05/1975,80.17
08/06/1975,80.24
08/07/1975,79.59
08/08/1975,79.55
08/11/1975,79.45
08/12/1975,79.6
08/13/1975,79.09
08/14/1975,78.45
08/15/1975,78.58
08/18/1975,78.03
08/19/1975,76.65
08/20/1975,75.52
08/21/1975,75.9
08/22/1975,76.45
08/25/1975,76.84
08/26/1975,76.21
08/27/1975,76.57
08/28/1975,78.06
08/29/1975,79.01
09/01/1975,.
09/02/1975,77.89
09/03/1975,78.08
09/04/1975,78.13
09/05/1975,77.78
09/08/1975,77.46
09/09/1975,76.6
09/10/1975,75.24
09/11/1975,74.85
09/12/1975,74.72
09/15/1975,74.47
09/16/1975,73.78
09/17/1975,73.87
09/18/1975,74.78
09/19/1975,76.39
09/22/1975,75.86
09/23/1975,75.94
09/24/1975,76.43
09/25/1975,76.1
09/26/1975,76.14
09/29/1975,75.37
09/30/1975,74.33
10/01/1975,73.8
10/02/1975,74.16
10/03/1975,75.5
10/06/1975,76.03
10/07/1975,75.88
10/08/1975,76.61
10/09/1975,76.87
10/10/1975,76.96
10/13/1975,77.7
10/14/1975,78.19
10/15/1975,78.2
10/16/1975,77.63
10/17/1975,78.22
10/20/1975,78.13
10/21/1975,78.43
10/22/1975,78.91
10/23/1975,78.06
10/24/1975,78.62
10/27/1975,78.29
10/28/1975,78.73
10/29/1975,77.58
10/30/1975,77.45
10/31/1975,76.99
11/03/1975,76.62
11/04/1975,76.86
11/05/1975,77.3
11/06/1975,77.39
11/07/1975,77.21
11/10/1975,77.46
11/11/1975,78
11/12/1975,79.27
11/13/1975,79.22
11/14/1975,78.98
11/17/1975,79.1
11/18/1975,78.62
11/19/1975,77.87
11/20/1975,77.67
11/21/1975,77.74
11/24/1975,77.92
11/25/1975,78.18
11/26/1975,78.56
11/27/1975,.
11/28/1975,78.8
12/01/1975,78.66
12/02/1975,77.33
12/03/1975,75.67
12/04/1975,75.2
12/05/1975,74.72
12/08/1975,74.92
12/09/1975,74.52
12/10/1975,75.25
12/11/1975,75.08
12/12/1975,74.91
12/15/1975,74.54
12/16/1975,75.19
12/17/1975,75.8
12/18/1975,76.07
12/19/1975,75.92
12/22/1975,75.59
12/23/1975,75.88
12/24/1975,76.37
12/25/1975,.
12/26/1975,77.13
12/29/1975,76.94
12/30/1975,76.67
12/31/1975,77.62
01/01/1976,.
01/02/1976,78.06
01/05/1976,78.76
01/06/1976,80.27
01/07/1976,80.99
01/08/1976,81.65
01/09/1976,82.31
01/12/1976,82.71
01/13/1976,82.42
01/14/1976,83.62
01/15/1976,83.73
01/16/1976,84.3
01/19/1976,84.73
01/20/1976,84.9
01/21/1976,84.95
01/22/1976,84.62
01/23/1976,85.26
01/26/1976,85.05
01/27/1976,84.76
01/28/1976,84.63
01/29/1976,86.15
01/30/1976,87.05
02/02/1976,87.28
02/03/1976,87.38
02/04/1976,88.45
02/05/1976,88.02
02/06/1976,87.25
02/09/1976,87.83
02/10/1976,87.95
02/11/1976,88.69
02/12/1976,88.88
02/13/1976,88.96
02/16/1976,.
02/17/1976,88.82
02/18/1976,89.23
02/19/1976,90.14
02/20/1976,91.02
02/23/1976,91.31
02/24/1976,91.73
02/25/1976,92.09
02/26/1976,91.45
